gene,sig_tissues,n_sig_tissues,lymphoid_fdr,tier
NUDCD2,spinal cord,1,,3_vital
NUDCD3,basal ganglia,1,,3_vital
NUDT1,"bone marrow, testis",2,0.0004521654791015125,1a_lymphoid
NUDT10,testis,1,,1b_testis_CT
NUDT11,"basal ganglia, testis",2,,3_vital
NUDT12,"kidney, liver",2,,3_vital
NUDT13,liver,1,,3_vital
NUDT14,,0,,4_broad
NUDT15,,0,,4_broad
NUDT16,spinal cord,1,,3_vital
NUDT16L1,,0,,4_broad
NUDT17,,0,,4_broad
NUDT18,pancreas,1,,3_vital
NUDT19,skeletal muscle,1,,3_vital
NUDT2,,0,,4_broad
NUDT21,testis,1,,1b_testis_CT
NUDT22,,0,,4_broad
NUDT3,skeletal muscle,1,,3_vital
NUDT4,bone marrow,1,0.030858304337829795,1a_lymphoid
NUDT4B,,0,,4_broad
NUDT5,liver,1,,3_vital
NUDT6,"kidney, liver",2,,3_vital
NUDT7,liver,1,,3_vital
NUDT8,heart muscle,1,,3_vital
NUDT9,choroid plexus,1,,3_vital
NUF2,testis,1,,1b_testis_CT
NUFIP1,bone marrow,1,6.619182632406407e-05,1a_lymphoid
NUFIP2,bone marrow,1,8.239976057718417e-17,1a_lymphoid
NUGGC,"liver, lymph node, tonsil",3,9.735024290056225e-05,3_vital
NUMA1,,0,,4_broad
NUMB,,0,,4_broad
NUMBL,pituitary gland,1,,3_vital
NUP107,,0,,4_broad
NUP133,,0,,4_broad
NUP153,bone marrow,1,2.746998356555611e-05,1a_lymphoid
NUP155,testis,1,,1b_testis_CT
NUP160,thymus,1,0.005684787095127391,1a_lymphoid
NUP188,testis,1,,1b_testis_CT
NUP205,thymus,1,0.024043498790392585,1a_lymphoid
NUP210,bone marrow,1,0.005526690512174813,1a_lymphoid
NUP210L,testis,1,,1b_testis_CT
NUP214,testis,1,,1b_testis_CT
NUP35,testis,1,,1b_testis_CT
NUP37,tonsil,1,0.04310621371931608,1a_lymphoid
NUP42,,0,,4_broad
NUP43,,0,,4_broad
NUP50,"bone marrow, thymus",2,0.0005000910411987338,1a_lymphoid
NUP54,,0,,4_broad
NUP58,testis,1,,1b_testis_CT
NUP62,testis,1,,1b_testis_CT
NUP62CL,"epididymis, fallopian tube",2,,2_restricted
NUP85,cerebellum,1,,3_vital
NUP88,testis,1,,1b_testis_CT
NUP93,bone marrow,1,0.0001476032655942398,1a_lymphoid
NUP98,testis,1,,1b_testis_CT
NUPR1,pancreas,1,,3_vital
NUPR2,testis,1,,1b_testis_CT
NUS1,cervix,1,,2_restricted
NUSAP1,"bone marrow, thymus",2,6.620161312629347e-07,1a_lymphoid
NUTF2,tongue,1,,2_restricted
NUTM1,testis,1,,1b_testis_CT
NUTM2A,,0,,4_broad
NUTM2B,testis,1,,1b_testis_CT
NUTM2D,,0,,4_broad
NUTM2E,skeletal muscle,1,,3_vital
NUTM2F,testis,1,,1b_testis_CT
NUTM2G,testis,1,,1b_testis_CT
NVL,skin,1,,2_restricted
NWD1,choroid plexus,1,,3_vital
NWD2,"adipose tissue, cerebral cortex",2,,3_vital
NXF1,bone marrow,1,0.0027702598078656235,1a_lymphoid
NXF2,"epididymis, testis",2,,2_restricted
NXF2B,epididymis,1,,2_restricted
NXF3,testis,1,,1b_testis_CT
NXN,skeletal muscle,1,,3_vital
NXNL1,retina,1,,3_vital
NXNL2,"cervix, fallopian tube",2,,2_restricted
NXPE1,"colon, rectum",2,,2_restricted
NXPE2,"epididymis, salivary gland",2,,2_restricted
NXPE3,"skeletal muscle, tongue",2,,3_vital
NXPE4,"colon, rectum",2,,2_restricted
NXPH1,"adrenal gland, cerebral cortex",2,,3_vital
NXPH2,"cerebral cortex, kidney, ovary",3,,3_vital
NXPH3,"blood vessel, cerebellum",2,,3_vital
NXPH4,"cerebellum, skin",2,,3_vital
NXT1,bone marrow,1,3.395629430087067e-05,1a_lymphoid
NXT2,testis,1,,1b_testis_CT
NYAP1,cerebral cortex,1,,3_vital
NYAP2,"cerebral cortex, retina",2,,3_vital
NYNRIN,"cerebellum, ovary",2,,3_vital
NYX,"choroid plexus, retina",2,,3_vital
OAF,liver,1,,3_vital
OARD1,"liver, testis",2,,3_vital
OAS1,"salivary gland, urinary bladder",2,,2_restricted
OAS2,salivary gland,1,,2_restricted
OAS3,salivary gland,1,,2_restricted
OASL,"bone marrow, stomach",2,8.780588016695617e-10,1a_lymphoid
OAT,"duodenum, small intestine",2,,2_restricted
OAZ1,skeletal muscle,1,,3_vital
OAZ2,skeletal muscle,1,,3_vital
OAZ3,testis,1,,1b_testis_CT
OBI1,testis,1,,1b_testis_CT
OBP2A,fallopian tube,1,,2_restricted
OBP2B,testis,1,,1b_testis_CT
OBSCN,skeletal muscle,1,,3_vital
OBSL1,ovary,1,,2_restricted
OC90,midbrain,1,,3_vital
OCA2,choroid plexus,1,,3_vital
OCEL1,liver,1,,3_vital
OCIAD1,liver,1,,3_vital
OCIAD2,"kidney, liver",2,,3_vital
OCLN,thyroid gland,1,,2_restricted
OCM,amygdala,1,,3_vital
OCM2,,0,,4_broad
OCRL,parathyroid gland,1,,2_restricted
OCSTAMP,testis,1,,1b_testis_CT
ODAD1,"choroid plexus, fallopian tube, testis",3,,3_vital
ODAD2,"fallopian tube, testis",2,,2_restricted
ODAD3,choroid plexus,1,,3_vital
ODAD4,"fallopian tube, testis",2,,2_restricted
ODAM,salivary gland,1,,2_restricted
ODAPH,placenta,1,,2_restricted
ODC1,,0,,4_broad
ODF1,testis,1,,1b_testis_CT
ODF2,testis,1,,1b_testis_CT
ODF2L,retina,1,,3_vital
ODF3,testis,1,,1b_testis_CT
ODF3B,choroid plexus,1,,3_vital
ODF3L1,testis,1,,1b_testis_CT
ODF3L2,testis,1,,1b_testis_CT
ODF4,testis,1,,1b_testis_CT
ODR4,"pancreas, parathyroid gland",2,,3_vital
OFD1,,0,,4_broad
OGA,,0,,4_broad
OGDH,"heart muscle, skeletal muscle, tongue",3,,3_vital
OGDHL,"choroid plexus, kidney",2,,3_vital
OGFOD1,skeletal muscle,1,,3_vital
OGFOD2,testis,1,,1b_testis_CT
OGFOD3,,0,,4_broad
OGFR,liver,1,,3_vital
OGFRL1,breast,1,,2_restricted
OGG1,kidney,1,,3_vital
OGN,blood vessel,1,,2_restricted
OGT,spleen,1,0.04032777369060667,1a_lymphoid
OIP5,testis,1,,1b_testis_CT
OIT3,liver,1,,3_vital
OLA1,"skeletal muscle, tongue",2,,3_vital
OLAH,testis,1,,1b_testis_CT
OLFM1,"amygdala, cerebral cortex, hippocampal formation",3,,3_vital
OLFM2,"amygdala, basal ganglia, cerebral cortex",3,,3_vital
OLFM3,"cerebellum, cerebral cortex",2,,3_vital
OLFM4,"duodenum, small intestine",2,,2_restricted
OLFML1,ovary,1,,2_restricted
OLFML2A,spleen,1,0.03927479440914577,1a_lymphoid
OLFML2B,"blood vessel, gallbladder",2,,2_restricted
OLFML3,ovary,1,,2_restricted
OLIG1,"amygdala, hippocampal formation",2,,3_vital
OLIG2,"amygdala, hippocampal formation",2,,3_vital
OLIG3,,0,,4_broad
OLR1,"lung, placenta",2,,3_vital
OMA1,,0,,4_broad
OMD,blood vessel,1,,2_restricted
OMG,,0,,4_broad
OMP,"duodenum, small intestine",2,,2_restricted
ONECUT1,"liver, pancreas",2,,3_vital
ONECUT2,"duodenum, gallbladder, liver",3,,3_vital
ONECUT3,stomach,1,,2_restricted
OOEP,testis,1,,1b_testis_CT
OOSP1,"cerebral cortex, testis",2,,3_vital
OOSP2,testis,1,,1b_testis_CT
OOSP3,testis,1,,1b_testis_CT
OOSP4A,"cerebral cortex, kidney, ovary",3,,3_vital
OOSP4B,testis,1,,1b_testis_CT
OPA1,"heart muscle, tongue",2,,3_vital
OPA3,"parathyroid gland, tongue",2,,2_restricted
OPALIN,"amygdala, basal ganglia, hippocampal formation",3,,3_vital
OPCML,"cerebellum, cerebral cortex",2,,3_vital
OPHN1,cerebral cortex,1,,3_vital
OPLAH,testis,1,,1b_testis_CT
OPN1LW,retina,1,,3_vital
OPN1MW,retina,1,,3_vital
OPN1MW2,,0,,4_broad
OPN1MW3,retina,1,,3_vital
OPN1SW,retina,1,,3_vital
OPN3,placenta,1,,2_restricted
OPN4,"adipose tissue, skeletal muscle",2,,3_vital
OPN5,testis,1,,1b_testis_CT
OPRD1,cerebral cortex,1,,3_vital
OPRK1,"basal ganglia, hypothalamus",2,,3_vital
OPRL1,cerebral cortex,1,,3_vital
OPRM1,"cerebellum, testis",2,,3_vital
OPRPN,salivary gland,1,,2_restricted
OPTC,"retina, testis",2,,3_vital
OPTN,skeletal muscle,1,,3_vital
OR10A2,,0,,4_broad
OR10A3,skin,1,,2_restricted
OR10A4,,0,,4_broad
OR10A5,,0,,4_broad
OR10A6,skin,1,,2_restricted
OR10A7,,0,,4_broad
OR10AD1,retina,1,,3_vital
OR10AG1,,0,,4_broad
OR10C1,,0,,4_broad
OR10D3,testis,1,,1b_testis_CT
OR10G2,"lymph node, spleen",2,7.194361018193167e-07,1a_lymphoid
OR10G3,pituitary gland,1,,3_vital
OR10G4,retina,1,,3_vital
OR10G6,pancreas,1,,3_vital
OR10G7,,0,,4_broad
OR10G8,,0,,4_broad
OR10G9,,0,,4_broad
OR10H1,retina,1,,3_vital
OR10H2,,0,,4_broad
OR10H3,,0,,4_broad
OR10H4,,0,,4_broad
OR10H5,"bone marrow, skeletal muscle",2,0.0035189351601720054,3_vital
OR10J1,testis,1,,1b_testis_CT
OR10J5,liver,1,,3_vital
OR10K1,"esophagus, retina",2,,3_vital
OR10K2,,0,,4_broad
OR10P1,heart muscle,1,,3_vital
OR10Q1,"pancreas, placenta",2,,3_vital
OR10R2,,0,,4_broad
OR10S1,,0,,4_broad
OR10T2,thymus,1,4.5728863583239725e-243,1a_lymphoid
OR10V1,,0,,4_broad
OR10W1,,0,,4_broad
OR10X1,bone marrow,1,8.362876661298447e-202,1a_lymphoid
OR10Z1,bone marrow,1,6.303146747913242e-61,1a_lymphoid
OR11A1,,0,,4_broad
OR11G2,"bone marrow, choroid plexus",2,0.03607637196019961,3_vital
OR11H1,,0,,4_broad
OR11H12,,0,,4_broad
OR11H2,,0,,4_broad
OR11H4,,0,,4_broad
OR11H6,testis,1,,1b_testis_CT
OR11L1,thyroid gland,1,,2_restricted
OR12D2,"basal ganglia, hippocampal formation, hypothalamus",3,,3_vital
OR12D3,,0,,4_broad
OR13A1,urinary bladder,1,,2_restricted
OR13C2,pituitary gland,1,,3_vital
OR13C3,testis,1,,1b_testis_CT
OR13C4,,0,,4_broad
OR13C5,pituitary gland,1,,3_vital
OR13C8,,0,,4_broad
OR13C9,,0,,4_broad
OR13D1,testis,1,,1b_testis_CT
OR13F1,,0,,4_broad
OR13G1,testis,1,,1b_testis_CT
OR13H1,,0,,4_broad
OR13J1,retina,1,,3_vital
OR14A16,"retina, testis",2,,3_vital
OR14A2,testis,1,,1b_testis_CT
OR14C36,prostate,1,,2_restricted
OR14I1,cerebral cortex,1,,3_vital
OR14J1,retina,1,,3_vital
OR14K1,testis,1,,1b_testis_CT
OR14L1P,bone marrow,1,1.2315217654150555e-05,1a_lymphoid
OR1A1,"bone marrow, retina",2,0.005007223365868885,3_vital
OR1A2,,0,,4_broad
OR1B1,retina,1,,3_vital
OR1C1,testis,1,,1b_testis_CT
OR1D2,retina,1,,3_vital
OR1D5,,0,,4_broad
OR1E1,"skeletal muscle, testis",2,,3_vital
OR1E2,,0,,4_broad
OR1F1,cerebellum,1,,3_vital
OR1G1,testis,1,,1b_testis_CT
OR1I1,"bone marrow, skin",2,0.00012524591835822167,1a_lymphoid
OR1J1,"bone marrow, choroid plexus, retina, testis",4,0.00921219486219206,3_vital
OR1J2,epididymis,1,,2_restricted
OR1J4,epididymis,1,,2_restricted
OR1K1,testis,1,,1b_testis_CT
OR1L1,retina,1,,3_vital
OR1L3,retina,1,,3_vital
OR1L4,,0,,4_broad
OR1L6,,0,,4_broad
OR1L8,spleen,1,6.924671645787355e-08,1a_lymphoid
OR1M1,"bone marrow, skin",2,3.495148373093574e-05,1a_lymphoid
OR1N1,"retina, testis",2,,3_vital
OR1N2,,0,,4_broad
OR1Q1,"epididymis, retina",2,,3_vital
OR1R1P,testis,1,,1b_testis_CT
OR1S1,,0,,4_broad
OR1S2,,0,,4_broad
OR2A1,thyroid gland,1,,2_restricted
OR2A12,,0,,4_broad
OR2A14,,0,,4_broad
OR2A2,,0,,4_broad
OR2A25,appendix,1,8.362876661298447e-202,1a_lymphoid
OR2A4,prostate,1,,2_restricted
OR2A42,thyroid gland,1,,2_restricted
OR2A5,retina,1,,3_vital
OR2A7,skin,1,,2_restricted
OR2AE1,"breast, duodenum, skeletal muscle",3,,3_vital
OR2AG1,"bone marrow, retina",2,7.194361018193167e-07,3_vital
OR2AG2,bone marrow,1,3.902316519785546e-11,1a_lymphoid
OR2AJ1,spleen,1,8.362876661298447e-202,1a_lymphoid
OR2AK2,"bone marrow, testis",2,1.9574989875587274e-16,1a_lymphoid
OR2AP1,retina,1,,3_vital
OR2AT4,"bone marrow, retina",2,0.00203903415183575,3_vital
OR2B11,bone marrow,1,2.545495226931981e-13,1a_lymphoid
OR2B2,,0,,4_broad
OR2B3,,0,,4_broad
OR2B6,"prostate, testis",2,,2_restricted
OR2C1,fallopian tube,1,,2_restricted
OR2C3,testis,1,,1b_testis_CT
OR2D2,,0,,4_broad
OR2D3,,0,,4_broad
OR2F1,testis,1,,1b_testis_CT
OR2F2,testis,1,,1b_testis_CT
OR2G2,,0,,4_broad
OR2G3,,0,,4_broad
OR2G6,retina,1,,3_vital
OR2H1,testis,1,,1b_testis_CT
OR2H2,epididymis,1,,2_restricted
OR2I1P,retina,1,,3_vital
OR2J1,,0,,4_broad
OR2J2,"bone marrow, testis",2,0.04823689522221011,1a_lymphoid
OR2J3,"bone marrow, testis",2,0.03607637196019961,1a_lymphoid
OR2K2,"midbrain, spinal cord",2,,3_vital
OR2L13,spinal cord,1,,3_vital
OR2L2,"retina, spinal cord",2,,3_vital
OR2L3,"bone marrow, prostate",2,0.00015645344909194384,1a_lymphoid
OR2L5,"bone marrow, retina",2,0.00019632437579437056,3_vital
OR2L8,,0,,4_broad
OR2M2,,0,,4_broad
OR2M3,retina,1,,3_vital
OR2M4,retina,1,,3_vital
OR2M5,,0,,4_broad
OR2M7,,0,,4_broad
OR2S2,,0,,4_broad
OR2T1,,0,,4_broad
OR2T10,kidney,1,,3_vital
OR2T11,,0,,4_broad
OR2T12,retina,1,,3_vital
OR2T2,kidney,1,,3_vital
OR2T27,,0,,4_broad
OR2T29,"kidney, prostate",2,,3_vital
OR2T3,salivary gland,1,,2_restricted
OR2T33,"bone marrow, testis, thyroid gland",3,0.026170306550752077,1a_lymphoid
OR2T34,,0,,4_broad
OR2T35,,0,,4_broad
OR2T4,,0,,4_broad
OR2T5,,0,,4_broad
OR2T6,retina,1,,3_vital
OR2T8,"bone marrow, thyroid gland",2,0.04922880732053193,1a_lymphoid
OR2V1,"liver, retina",2,,3_vital
OR2V2,"bone marrow, fallopian tube",2,4.5209775363724097e-07,1a_lymphoid
OR2W1,testis,1,,1b_testis_CT
OR2W3,bone marrow,1,6.3285913028013014e-15,1a_lymphoid
OR2Y1,,0,,4_broad
OR2Z1,,0,,4_broad
OR3A1,testis,1,,1b_testis_CT
OR3A2,testis,1,,1b_testis_CT
OR3A3,"bone marrow, testis",2,8.181153396187044e-06,1a_lymphoid
OR4A15,,0,,4_broad
OR4A16,,0,,4_broad
OR4A47,,0,,4_broad
OR4A5,,0,,4_broad
OR4B1,,0,,4_broad
OR4C11,,0,,4_broad
OR4C12,,0,,4_broad
OR4C13,,0,,4_broad
OR4C15,,0,,4_broad
OR4C16,,0,,4_broad
OR4C3,,0,,4_broad
OR4C46,,0,,4_broad
OR4C5,,0,,4_broad
OR4C6,"lymph node, tonsil",2,7.194361018193167e-07,1a_lymphoid
OR4D1,"bone marrow, lymph node",2,4.461225343753456e-05,1a_lymphoid
OR4D10,,0,,4_broad
OR4D11,,0,,4_broad
OR4D2,,0,,4_broad
OR4D5,pancreas,1,,3_vital
OR4D6,testis,1,,1b_testis_CT
OR4D9,bone marrow,1,8.945175252479813e-10,1a_lymphoid
OR4E1,"appendix, bone marrow, lymph node, spleen",4,0.00921219486219206,1a_lymphoid
OR4E2,,0,,4_broad
OR4F15,"appendix, retina, skin",3,0.0006146719758324831,3_vital
OR4F16,"choroid plexus, testis",2,,3_vital
OR4F17,,0,,4_broad
OR4F21,,0,,4_broad
OR4F29,"choroid plexus, testis",2,,3_vital
OR4F3,testis,1,,1b_testis_CT
OR4F4,,0,,4_broad
OR4F5,,0,,4_broad
OR4F6,,0,,4_broad
OR4K1,testis,1,,1b_testis_CT
OR4K13,"bone marrow, skin",2,7.194361018193167e-07,1a_lymphoid
OR4K14,,0,,4_broad
OR4K15,,0,,4_broad
OR4K17,liver,1,,3_vital
OR4K2,,0,,4_broad
OR4K5,,0,,4_broad
OR4L1,,0,,4_broad
OR4M1,testis,1,,1b_testis_CT
OR4M2,testis,1,,1b_testis_CT
OR4M2-OT1,testis,1,,1b_testis_CT
OR4M2B,testis,1,,1b_testis_CT
OR4N2,testis,1,,1b_testis_CT
OR4N4,testis,1,,1b_testis_CT
OR4N4C,testis,1,,1b_testis_CT
OR4N5,,0,,4_broad
OR4P4,bone marrow,1,2.778027342473464e-14,1a_lymphoid
OR4Q3,testis,1,,1b_testis_CT
OR4S1,,0,,4_broad
OR4S2,,0,,4_broad
OR4X1,,0,,4_broad
OR4X2,,0,,4_broad
OR51A2,,0,,4_broad
OR51A4,,0,,4_broad
OR51A7,testis,1,,1b_testis_CT
OR51B2,,0,,4_broad
OR51B4,"ovary, testis",2,,2_restricted
OR51B5,epididymis,1,,2_restricted
OR51B6,,0,,4_broad
OR51C1P,prostate,1,,2_restricted
OR51D1,"adipose tissue, choroid plexus",2,,3_vital
OR51E1,"placenta, prostate",2,,2_restricted
OR51E2,prostate,1,,2_restricted
OR51F1,,0,,4_broad
OR51F2,,0,,4_broad
OR51G1,,0,,4_broad
OR51G2,,0,,4_broad
OR51I1,"epididymis, testis",2,,2_restricted
OR51I2,,0,,4_broad
OR51L1,,0,,4_broad
OR51M1,,0,,4_broad
OR51Q1,epididymis,1,,2_restricted
OR51S1,,0,,4_broad
OR51T1,,0,,4_broad
OR51V1,bone marrow,1,8.362876661298447e-202,1a_lymphoid
OR52A1,skeletal muscle,1,,3_vital
OR52A5,bone marrow,1,8.362876661298447e-202,1a_lymphoid
OR52B2,,0,,4_broad
OR52B4,,0,,4_broad
OR52B6,"ovary, pancreas",2,,3_vital
OR52D1,testis,1,,1b_testis_CT
OR52E2,testis,1,,1b_testis_CT
OR52E4,retina,1,,3_vital
OR52E5,,0,,4_broad
OR52E6,,0,,4_broad
OR52E8,,0,,4_broad
OR52H1,,0,,4_broad
OR52I1,cerebellum,1,,3_vital
OR52I2,epididymis,1,,2_restricted
OR52J3,,0,,4_broad
OR52K1,bone marrow,1,0.0003816629232701929,1a_lymphoid
OR52K2,bone marrow,1,1.7113483574675845e-216,1a_lymphoid
OR52L1,testis,1,,1b_testis_CT
OR52M1,,0,,4_broad
OR52N1,retina,1,,3_vital
OR52N2,testis,1,,1b_testis_CT
OR52N4,spleen,1,9.652819258914093e-06,1a_lymphoid
OR52N5,adipose tissue,1,,2_restricted
OR52R1,,0,,4_broad
OR52W1,bone marrow,1,8.362876661298447e-202,1a_lymphoid
OR56A1,testis,1,,1b_testis_CT
OR56A3,,0,,4_broad
OR56A4,retina,1,,3_vital
OR56A5,,0,,4_broad
OR56B1,spleen,1,0.00014773168989626754,1a_lymphoid
OR56B2P,,0,,4_broad
OR56B4,"pancreas, retina",2,,3_vital
OR5A1,"bone marrow, retina",2,0.002004886290429069,3_vital
OR5A2,retina,1,,3_vital
OR5AC2,testis,1,,1b_testis_CT
OR5AK2,spleen,1,7.069024361853552e-76,1a_lymphoid
OR5AN1,bone marrow,1,3.902316519785546e-11,1a_lymphoid
OR5AP2,,0,,4_broad
OR5AR1,,0,,4_broad
OR5AS1,retina,1,,3_vital
OR5AU1,bone marrow,1,1.0944903820246125e-07,1a_lymphoid
OR5B12,,0,,4_broad
OR5B17,,0,,4_broad
OR5B2,"bone marrow, retina",2,8.526545261553205e-06,3_vital
OR5B21,testis,1,,1b_testis_CT
OR5B3,,0,,4_broad
OR5BS1P,,0,,4_broad
OR5C1,,0,,4_broad
OR5D13,,0,,4_broad
OR5D14,,0,,4_broad
OR5D16,,0,,4_broad
OR5D18,,0,,4_broad
OR5D3P,,0,,4_broad
OR5F1,,0,,4_broad
OR5H1,retina,1,,3_vital
OR5H14,"bone marrow, placenta",2,0.014307446174631042,1a_lymphoid
OR5H15,,0,,4_broad
OR5H2,,0,,4_broad
OR5H6,testis,1,,1b_testis_CT
OR5I1,,0,,4_broad
OR5J2,,0,,4_broad
OR5K1,,0,,4_broad
OR5K2,skeletal muscle,1,,3_vital
OR5K3,,0,,4_broad
OR5K4,,0,,4_broad
OR5L1,,0,,4_broad
OR5L2,,0,,4_broad
OR5M1,,0,,4_broad
OR5M11,"testis, urinary bladder",2,,2_restricted
OR5M3,,0,,4_broad
OR5M8,,0,,4_broad
OR5M9,,0,,4_broad
OR5P2,skin,1,,2_restricted
OR5P3,"retina, skin",2,,3_vital
OR5T1,,0,,4_broad
OR5T2,retina,1,,3_vital
OR5T3,,0,,4_broad
OR5V1,testis,1,,1b_testis_CT
OR5W2,,0,,4_broad
OR6A2,,0,,4_broad
OR6B1,"pancreas, testis",2,,3_vital
OR6B3,retina,1,,3_vital
OR6C1,,0,,4_broad
OR6C2,epididymis,1,,2_restricted
OR6C3,,0,,4_broad
OR6C4,"retina, skin",2,,3_vital
OR6C6,retina,1,,3_vital
OR6C65,,0,,4_broad
OR6C68,heart muscle,1,,3_vital
OR6C70,heart muscle,1,,3_vital
OR6C75,,0,,4_broad
OR6C76,,0,,4_broad
OR6F1,testis,1,,1b_testis_CT
OR6J1,retina,1,,3_vital
OR6K2,,0,,4_broad
OR6K3,bone marrow,1,9.84086304779154e-34,1a_lymphoid
OR6K6,,0,,4_broad
OR6M1,pancreas,1,,3_vital
OR6N1,bone marrow,1,6.650324396085652e-246,1a_lymphoid
OR6N2,bone marrow,1,1.2414993632494792e-250,1a_lymphoid
OR6P1,,0,,4_broad
OR6Q1,,0,,4_broad
OR6S1,,0,,4_broad
OR6T1,pancreas,1,,3_vital
OR6V1,,0,,4_broad
OR6X1,epididymis,1,,2_restricted
OR6Y1,"bone marrow, retina",2,0.015213819991542832,3_vital
OR7A10,,0,,4_broad
OR7A17,bone marrow,1,0.001445713349598114,1a_lymphoid
OR7A5,"epididymis, parathyroid gland",2,,2_restricted
OR7C1,parathyroid gland,1,,2_restricted
OR7C2,,0,,4_broad
OR7D2,testis,1,,1b_testis_CT
OR7D4,"bone marrow, retina",2,3.595302356383063e-06,3_vital
OR7E24,testis,1,,1b_testis_CT
OR7G1,,0,,4_broad
OR7G2,"bone marrow, skin",2,0.0013162822383483747,1a_lymphoid
OR7G3,,0,,4_broad
OR8A1,"bone marrow, liver",2,0.0018883096864846063,3_vital
OR8B12,testis,1,,1b_testis_CT
OR8B2,testis,1,,1b_testis_CT
OR8B3,testis,1,,1b_testis_CT
OR8B4,,0,,4_broad
OR8B8,"bone marrow, skin",2,7.194361018193167e-07,1a_lymphoid
OR8D1,testis,1,,1b_testis_CT
OR8D2,,0,,4_broad
OR8D4,pancreas,1,,3_vital
OR8G1,testis,1,,1b_testis_CT
OR8G5,testis,1,,1b_testis_CT
OR8H1,retina,1,,3_vital
OR8H2,bone marrow,1,8.362876661298447e-202,1a_lymphoid
OR8H3,,0,,4_broad
OR8I2,,0,,4_broad
OR8J1,,0,,4_broad
OR8J3,,0,,4_broad
OR8K1,,0,,4_broad
OR8K3,,0,,4_broad
OR8K5,,0,,4_broad
OR8S1,"duodenum, ovary",2,,2_restricted
OR8U1,,0,,4_broad
OR8U3,,0,,4_broad
OR9A2,spinal cord,1,,3_vital
OR9A4,"bone marrow, testis",2,1.9574989875587274e-16,1a_lymphoid
OR9G1,,0,,4_broad
OR9G4,,0,,4_broad
OR9I1,,0,,4_broad
OR9K2,,0,,4_broad
OR9Q1,skeletal muscle,1,,3_vital
OR9Q2,,0,,4_broad
ORAI1,"choroid plexus, skeletal muscle",2,,3_vital
ORAI2,,0,,4_broad
ORAI3,liver,1,,3_vital
ORC1,bone marrow,1,1.1280731315981233e-14,1a_lymphoid
ORC2,testis,1,,1b_testis_CT
ORC3,retina,1,,3_vital
ORC4,,0,,4_broad
ORC5,testis,1,,1b_testis_CT
ORC6,"bone marrow, testis",2,0.003574831281066963,1a_lymphoid
ORM1,liver,1,,3_vital
ORM2,liver,1,,3_vital
ORMDL1,epididymis,1,,2_restricted
ORMDL2,esophagus,1,,2_restricted
ORMDL3,liver,1,,3_vital
OS9,pancreas,1,,3_vital
OSBP,"liver, skeletal muscle",2,,3_vital
OSBP2,retina,1,,3_vital
OSBPL10,urinary bladder,1,,2_restricted
OSBPL11,"skeletal muscle, tongue",2,,3_vital
OSBPL1A,skeletal muscle,1,,3_vital
OSBPL2,cerebellum,1,,3_vital
OSBPL3,,0,,4_broad
OSBPL5,,0,,4_broad
OSBPL6,"skeletal muscle, tongue",2,,3_vital
OSBPL7,stomach,1,,2_restricted
OSBPL8,,0,,4_broad
OSBPL9,skeletal muscle,1,,3_vital
OSCAR,"lung, spleen",2,3.266884587004606e-06,3_vital
OSCP1,"choroid plexus, testis",2,,3_vital
OSER1,"bone marrow, skeletal muscle, testis",3,7.831687635316136e-05,3_vital
OSGEP,,0,,4_broad
OSGEPL1,skeletal muscle,1,,3_vital
OSGIN1,liver,1,,3_vital
OSGIN2,bone marrow,1,6.059106182053519e-07,1a_lymphoid
OSM,bone marrow,1,3.3422593542542745e-36,1a_lymphoid
OSMR,adipose tissue,1,,2_restricted
OSR1,"blood vessel, urinary bladder",2,,2_restricted
OSR2,"cervix, endometrium, fallopian tube",3,,2_restricted
OST4,,0,,4_broad
OSTC,liver,1,,3_vital
OSTF1,esophagus,1,,2_restricted
OSTM1,blood vessel,1,,2_restricted
OSTN,"cerebral cortex, cervix",2,,3_vital
OTC,liver,1,,3_vital
OTOA,"spleen, testis",2,0.04954920099738303,1a_lymphoid
OTOF,basal ganglia,1,,3_vital
OTOG,"pituitary gland, testis",2,,3_vital
OTOGL,"heart muscle, kidney",2,,3_vital
OTOL1,cerebral cortex,1,,3_vital
OTOP1,"esophagus, skin",2,,2_restricted
OTOP2,"colon, rectum",2,,2_restricted
OTOP3,duodenum,1,,2_restricted
OTOR,stomach,1,,2_restricted
OTOS,pituitary gland,1,,3_vital
OTP,hypothalamus,1,,3_vital
OTUB1,cerebral cortex,1,,3_vital
OTUB2,"skin, testis",2,,2_restricted
OTUD1,bone marrow,1,5.2289651528529373e-08,1a_lymphoid
OTUD3,"cerebellum, testis",2,,3_vital
OTUD4,"skeletal muscle, tongue",2,,3_vital
OTUD5,,0,,4_broad
OTUD6A,testis,1,,1b_testis_CT
OTUD6B,skeletal muscle,1,,3_vital
OTUD7A,cerebellum,1,,3_vital
OTUD7B,spinal cord,1,,3_vital
OTULIN,bone marrow,1,3.949848695598762e-10,1a_lymphoid
OTULINL,bone marrow,1,3.20333894435905e-08,1a_lymphoid
OTX1,salivary gland,1,,2_restricted
OTX2,"choroid plexus, retina",2,,3_vital
OVCA2,,0,,4_broad
OVCH1,"lung, testis",2,,3_vital
OVCH2,epididymis,1,,2_restricted
OVGP1,fallopian tube,1,,2_restricted
OVOL1,"esophagus, skin",2,,2_restricted
OVOL2,stomach,1,,2_restricted
OVOL3,testis,1,,1b_testis_CT
